# Gene Family	sample01.1.prinseq_CPM	sample02.1.prinseq_CPM	sample03.1.prinseq_CPM	sample04.1.prinseq_CPM	sample05.1.prinseq_CPM	sample06.1.prinseq_CPM	sample07.1.prinseq_CPM	sample08.1.prinseq_CPM	sample09.1.prinseq_CPM	sample10.1.prinseq_CPM	sample11.1.prinseq_CPM	sample12.1.prinseq_CPM	sample13.1.prinseq_CPM	sample14.1.prinseq_CPM	sample15.1.prinseq_CPM	sample16.1.prinseq_CPM	sample17.1.prinseq_CPM	sample18.1.prinseq_CPM	sample19.1.prinseq_CPM	sample20.1.prinseq_CPM	sample21.1.prinseq_CPM	sample22.1.prinseq_CPM	sample23.1.prinseq_CPM	sample24.1.prinseq_CPM	sample25.1.prinseq_CPM	sample26.1.prinseq_CPM	sample27.1.prinseq_CPM	sample28.1.prinseq_CPM	sample29.1.prinseq_CPM	sample30.1.prinseq_CPM	sample31.1.prinseq_CPM	sample32.1.prinseq_CPM	sample33.1.prinseq_CPM	sample34.1.prinseq_CPM	sample35.1.prinseq_CPM	sample36.1.prinseq_CPM	sample37.1.prinseq_CPM	sample38.1.prinseq_CPM	sample39.1.prinseq_CPM	sample40.1.prinseq_CPM	sample41.1.prinseq_CPM	sample42.1.prinseq_CPM	sample43.1.prinseq_CPM	sample44.1.prinseq_CPM	sample45.1.prinseq_CPM
K11940	154.164	172.721	152.892	155.284	180.983	158.004	83.8837	64.3884	94.3875	178.611	163.085	122.001	91.0832	77.0802	74.6978	215.337	143.073	147.619	116.141	66.6247	67.1105	155.995	169.343	147.623	139.741	78.5038	76.2131	178.359	161.879	129.395	106.119	66.7086	57.2959	182.862	180.077	168.383	153.283	66.234	52.3929	173.644	174.108	195.268	121.862	110.125	74.8488
K11941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562101	0	0	0	0	0	0	0	0	0	0	0	0.0839612	0	0	0	0
K11942	1.72103	2.18263	9.63071	3.49091	4.48658	5.93883	10.9669	12.5072	5.15949	7.5032	9.49866	12.9947	11.7532	10.0729	9.58384	1.89229	2.94681	1.9397	9.54342	9.63307	7.89587	7.01942	3.7038	4.32354	10.178	8.87662	10.0208	5.36907	4.54595	6.57786	9.53195	13.5864	13.4395	3.69664	3.95163	4.87254	8.12783	13.2616	15.3769	7.17895	10.5811	6.61917	11.1711	11.0665	14.5669
K11952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19664	0	0	0	0	0	0	0	0	0.122548	0	0	0	0	0.195	0	0	0	0	0	0	0	0	0.231553	0.218987
K11953	0	0	0	0	0	0.525887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328941	0	0.214102	0	0	0	0.35977	0	0	0	0	0	0	0.410243	0	0.209173	0.18146	0	0.272473	0	0.196967	0	0	0.290611
K11955	2.6767	2.91933	1.73852	2.00881	1.93865	2.24883	0.763283	0	0	2.15033	2.79472	0	0	0	0	0.423652	1.99354	1.02723	1.141	0	0	1.3845	1.52235	1.45825	1.51422	0	0	1.57768	1.85788	2.06425	0.865405	0.655761	0	2.39628	2.08546	1.50829	1.51854	0	0	2.37909	1.0115	2.10806	0	0	0.770969
K11956	0	0	0	1.49253	1.80177	0	0	0	0	0	0	0	0	0.971164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970819
K11958	2.00876	2.45806	2.18795	2.19845	2.49762	2.23992	1.62156	1.41728	1.17994	2.28366	2.30933	1.83442	1.30686	1.21543	1.47304	1.97133	1.81624	1.92279	2.15325	1.5033	1.06675	5.11191	3.10125	2.11163	2.76051	1.6854	1.5351	4.25201	2.95672	2.97734	4.38201	1.98825	3.39443	3.84795	2.90687	3.03659	2.3906	1.70807	5.1138	3.73578	4.82177	2.75733	3.79411	2.97611	3.07136
K11959	77.7874	64.1118	4.74718	82.1112	59.3411	55.2915	6.02435	6.28369	11.4092	46.8322	33.9359	6.83228	5.33423	6.64818	13.1965	74.1057	131.595	80.8198	11.633	13.0855	58.2095	79.4843	71.7097	65.5773	15.437	13.3696	22.2453	77.6641	61.5255	53.1879	16.0302	15.791	26.4383	41.4279	41.9647	57.3797	20.5054	11.9388	26.1348	38.8934	27.1672	27.9465	17.424	20.5648	25.5766
K11960	68.7226	65.2844	2.83227	74.0352	51.8335	47.4258	5.85651	4.38032	6.10749	47.1937	29.7358	4.91101	4.2965	5.44667	6.76795	85.0063	137.596	79.0312	10.6883	10.6389	16.4006	73.8509	65.4012	57.2731	12.1078	8.8569	13.5305	70.6285	64.1082	56.0774	12.4074	11.8656	18.9216	39.304	38.7884	55.9501	18.0599	10.1877	14.02	29.7925	21.875	27.0208	15.2326	14.083	17.451
K11961	60.8103	55.0942	4.31875	81.5671	47.6099	46.4408	7.06933	9.30948	11.4709	50.1769	29.1544	6.01969	6.98108	9.04094	14.0358	86.4073	137.306	82.7137	10.3833	13.1643	51.203	78.8353	70.7621	61.5542	13.4493	15.7318	22.1888	80.4431	67.6207	55.7161	15.6615	17.8404	25.908	40.7343	37.7337	62.1662	18.4028	15.4511	22.7284	35.7053	24.4767	26.7145	19.9782	20.0354	23.7824
K11962	81.3977	67.5168	5.52991	92.3893	61.1887	55.9725	7.83839	8.69177	10.5609	51.8057	38.5052	8.29089	7.43633	9.90099	11.3275	96.5005	122.09	105.103	10.7774	15.1633	26.8184	76.0557	80.6638	77.6439	16.0838	12.0879	15.4827	73.4949	64.4706	62.4492	15.8082	15.251	16.7655	42.9915	41.2639	63.6843	19.383	12.3625	19.0953	34.873	24.8236	29.904	15.9028	20.1322	22.9567
K11963	72.0202	71.2524	7.30159	88.3836	59.2421	54.3965	7.95348	8.28837	13.5106	53.7721	41.5726	11.9301	9.35678	10.243	13.112	103.121	127.58	97.3102	12.8751	15.1508	29.4005	69.4689	71.9807	70.7643	17.5832	12.9966	17.3481	71.0088	60.9847	56.7597	15.9347	15.1582	15.7176	42.9659	33.8971	56.7576	23.0808	13.0163	14.751	29.4363	19.8451	25.1251	14.9535	19.4533	13.9632
K11991	100.361	92.0332	50.4784	106.721	83.9773	76.8246	30.1335	23.6146	32.6969	67.3647	66.8033	40.2022	29.1032	27.7487	25.8482	112.707	143.021	99.2206	32.5734	28.7002	31.1498	96.5915	89.9934	79.9853	39.2336	21.9095	24.0016	91.6702	87.752	75.7496	45.2172	22.7713	25.454	78.0805	68.8229	80.5741	39.7603	23.9403	23.7454	58.3292	46.3496	53.3515	36.2417	28.4807	32.0443
K11996	102.152	81.953	52.8134	123.243	95.2161	87.0387	86.8586	124.687	159.091	78.0554	74.2089	84.4378	91.8327	134.046	144.02	95.2829	130.353	119.95	66.0143	106.897	113.021	104.09	114.592	97.7612	64.721	122.096	141.664	103.077	91.2963	74.2257	58.9303	58.5393	123.593	79.678	80.3054	91.6217	59.4349	83.5386	98.2699	70.4219	53.6999	69.0662	58.1381	82.9588	119.323
K12035	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238654	0	0	0	0	0	0	0.235309	0	0	0	0	0	0.237228
K12055	0	0	0	0	0	0	0	0.14487	0	0	0.266579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12056	0.968526	0.0236433	0.0329387	1.11924	0.0651543	0.0644679	1.7754	0.0319829	0.458162	3.11372	0.176797	0.279725	1.92599	1.66433	0.380483	0.280878	0.164517	0	0.29654	0.122712	0.553865	0.321227	0.647615	0.114566	0.11509	0.26321	0.970078	0.100862	0.559117	0.180341	0.0768613	2.49283	0.436403	0	0.741457	0.0417451	0.0257516	1.11571	0.398574	0.0669623	0.14052	0.651363	0.171514	4.39694	0.468823
K12057	0	0	0	0	0	0	0	0	0	1.15349	0	0	0	0	0	0	0.155389	0	0.110091	0.177983	0.433149	0.093023	0.719817	0.316329	0.151739	0.313006	0.499391	0	0.699642	0.297088	0	3.55095	0.57958	0.0887051	1.0682	0.264258	0.0917107	0.941216	0.26246	0.240865	0.127418	1.51382	0	6.05261	0.24456
K12058	0	0.0563553	0	0.589723	0	0	0.693323	0.548947	0.56799	1.01514	1.49391	0	0	2.7636	0	0.0529241	0	0	0.0483386	0.315063	1.81702	0.139	0.702296	0.137226	0.0670627	0	3.67628	0.0586207	1.18304	0.0443783	0.070103	2.51699	0.240445	0.0401894	0.156371	0.0389493	0.0409471	1.0345	0.17562	0.143992	0.339536	0.993812	0.0524642	3.44364	0.0556185
K12059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144766	0.231584	0.233932	0.368017	0.112622	0	0.244051	1.23362	0	0.298861	0.106958	0	2.2761	0.475121	0	0.272258	0	0	0.418606	0	0.176303	0	0.77472	0.12855	4.20782	0.134486
K12060	1.86945	0	0	1.51535	0.246567	0	3.74594	0.120465	1.05617	2.54059	0.734246	0.212447	1.17328	1.96804	0.292313	0.0922712	0.120811	0	0.428142	0.300696	0.339752	0.659791	0.647615	0.159062	0.116731	0.263048	0.883326	0.205268	0.317044	0.082158	0	1.56477	0.424393	0.0711346	0.379289	0.0682408	0	0.699565	0.310297	0.189765	0	0.47652	0	3.49122	0.586587
K12061	0	0	0	0	0	0	0	0	0	0.84206	0.788668	0	0	2.42198	0	0	0	0	0	0	0.293293	0	0.741575	0.136702	0	0.274285	1.34963	0	0.519113	0	0	2.19932	0.431662	0	0.74812	0	0	0.251614	0.529876	0	0	1.04238	0.158163	4.87387	0.160507
K12062	0	0	0	0	0	0	0	0	0.491374	0	0	0	0	2.49602	0.707129	0	0	0	0	0	0.376047	0	0.188165	0.540601	0	0	1.31077	0.458908	0	0	0.531042	2.67192	0.377616	0	0.385615	0	0	0.157574	0	0.141066	0.206397	0.315593	0.20087	5.15292	0
K12063	1.10693	0	0	0	0.455287	0.0457587	0.922266	1.17356	1.11554	1.20015	1.18562	0.576294	0	2.2773	0.782943	0	0	0	0.0323051	0.222365	0.386133	0.0932521	0.498241	0.0602745	0.0445261	0.198782	0.891554	0.194732	1.82897	0.0295131	0	2.33495	0.385675	0.0266181	0.669682	0.0256697	0.0274325	0.720243	0.251973	0.118179	0.180194	1.08871	0.139248	4.43021	0.198778
K12064	0	0.0902332	0	0	0	0	0	0	0	0	1.70156	0	0	1.18972	0	0	0	0	0	0	0.453797	0	0.623983	0	0	0	0.36483	0	0.488901	0.553279	0	3.25161	0.302156	0.124895	0.117152	0.364205	0	1.53958	1.33607	0.111096	0.352176	0.627986	0.497597	4.66458	0.170969
K12065	0.493101	0.0524687	0	0.607013	0.175973	0	0.559686	0.600432	0.668917	1.51071	0.564828	0.151205	0.623499	1.34183	0.0684888	0.134299	0.0877354	0.0816825	0.192084	0.441985	0.506531	0.0627791	0.327679	0.369873	0.0897086	0.191102	1.26214	0.237644	0.831775	0.532395	0	2.27252	0.576656	0	0.682586	0.102806	0.0552685	0.77866	0.479453	0.238348	0.527572	1.01232	0.142158	4.86254	0.656781
K12066	0.777372	0	0	0.393772	0	0.113946	1.94983	0.812834	0.371539	1.23628	0.71467	0	0.946418	1.13455	0.267954	0.0872555	0.217244	0	0	0.355509	0.544811	0	0.874081	0.553539	0.112136	0	0.75032	0	0.638658	0.606649	0.171248	2.14358	0.562433	0.0974248	0.251173	0.366746	0.101258	0.904501	1.62008	0.0592359	2.072	0.622002	0	3.73491	1.00221
K12067	0.794957	0	0	1.84861	1.33799	0.421296	2.40824	0.474395	1.12511	2.79049	2.58247	0.411458	1.96128	3.31593	1.317	0.139488	0	0	0.287571	0.342058	0.48072	0.127467	0.509731	0.46709	0.218364	0.493761	1.69041	0.200383	1.58699	1.0455	0.242153	2.13991	1.15576	0.26087	1.02881	0.661567	0	1.1164	2.6919	0.232085	2.09433	0.710919	0.349533	5.18523	1.67669
K12068	0	0	0	0	0.567012	0.890943	0	1.76307	0.402603	0	0.395513	0.717082	0	2.39482	1.00333	0	0.54789	0	0	0.463672	0.810387	0	1.16346	0	0	0.412438	0.932781	0	1.82646	2.20862	0	2.77885	2.01363	0	0.43698	1.90471	0.343041	0.694583	3.93424	0.297116	3.52204	1.06867	0	8.91556	2.69973
K12069	0	0	0	0	0	0	0	0	0.633065	0	1.63114	0.925147	0	1.02215	0.663618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12070	0	0.279833	0.197173	0.067368	0	0	0	0	0	0.590622	0	0	0	0.0705463	0	0	0	0	0	0	0	0	0	0.129299	0.0932094	0.207755	0.235938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409102	0	0.0686381	0
K12071	0.0515697	0.58467	0.128541	0.0441591	0.75477	0	0.0567723	1.99219	0.645036	0	2.80426	0.683686	0	2.87907	1.36395	0	0	0	0	0.102947	0.0899812	0	0.0923302	0.12713	0	0.0457545	0.155403	0	0	0.0411152	0	0.134517	0.0448019	0	0	0	0	0.0754774	0	0	0.104536	0.0759761	0	0	0
K12072	0	0	0	0	0	0	1.0356	0	0.616367	0	1.25213	0	0	1.70789	0	0	0.152275	0	0.0589747	0.339312	0.472143	0.170008	0.545099	0.167587	0.164758	0.180431	1.6309	0.213602	0.909264	0.16156	0	2.96544	0.35241	0.10031	0.314092	0.145568	0	0.829023	0.651409	0.261645	0.141442	1.04578	0.190686	4.48294	0.204322
K12073	78.0839	60.7541	1.27164	120.762	77.8469	64.0137	1.71986	0.926056	4.24912	43.9125	38.0333	3.36011	0.247505	0.709733	0.244477	105.332	102.573	175.175	9.63129	4.27892	3.51514	64.564	93.1162	99.978	14.1646	0.671767	3.77756	63.5247	46.181	51.5375	16.3393	0.662618	1.09445	39.498	35.3788	56.8322	24.9385	2.26794	5.17047	17.7873	13.2601	15.9137	7.89984	4.20815	1.47308
K12091	4.05223	1.98409	0	1.01994	2.67042	0	0	1.16609	1.11413	2.88889	1.74429	0	0	0	0.799006	3.61518	3.93123	2.46591	0	1.19775	0	1.99725	2.23776	2.4569	0	1.90075	0	0	1.70747	2.93825	0	0	0	1.21296	0.883743	2.1602	1.58504	0	0	1.60949	1.93544	1.99973	1.33908	1.05143	0
K12111	0	0	0	0	0	0	0.0685183	0	0.163546	0	0	0	0	0.0281844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12112	0	0	0	0	0	0	0	0	0.672908	0	0	0	0	0	0	0	0	0	0	0	0.443711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12113	0.203454	0	0	0	0	0	0	0	0.0685738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12137	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0442409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142692	0	0	0	0	0	0.16132	0	0	0	0	0	0.292332	0	0	0	0	0	0	0	0	0.139286	0
K12141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507899	0	0	0
K12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.951752	0	0	0	0	0	0.225334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12158	0.0852814	0	0	0	0.0200562	0	0.0186493	0.268122	0	0.0258074	0.0602647	0	0	0	0	0.202962	0.10728	0.332294	0.284079	0	0	0	0	0	0	0.111557	0	0.300671	0	0.0415503	0	0	0	0.137286	0.0995245	0.00781528	0.0630007	0	0.0881331	0.158743	0.337137	0	0.106897	0	0
K12160	0	0	0.270395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73883	0	0	0	0	0	0	0	0	0
K12161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12203	0	0	0	0.988791	0	0	0	0	0	0.669854	0	0	0	0	0	0	0.556373	0	0	0	0	0	0	0	0	0	0	0	0	0.802581	0	0	0	0	0	0.58208	0	0	0.766765	0	0	0	0	0	0
K12204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12205	0	0	0	0	0	0	0	0	0	0.727368	0	0	0	0	0	0	0	0	1.03495	0	0	0	0	0	0	1.05138	0	0	0	0	0	0	0	0	0	0	0	0	0.581592	0	0	0	0	0	0
K12206	0	0	0	0.281388	0	0	0	0	0	0	0	0	0.649233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14887	0	0	0	0	0	0	0	0	0.558176	0	0	0	0	0	0
K12209	0	0.152289	0	0.29712	0	0.473028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278718
K12213	0	0	0	0	0	0	0	0	0	0.764973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.569426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769896
K12221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956962	0	0	0.347669	0	0	0	0	0	0	0	0	0	0	0	0
K12234	5.56898	8.52073	13.9457	6.71398	8.23596	7.37403	22.5448	32.6498	28.6958	5.83255	8.22931	20.8268	25.5306	27.8637	35.3875	3.60273	4.71892	3.8963	15.7924	22.7217	22.075	7.66294	6.09534	7.94861	11.5525	26.8229	28.6188	4.83305	6.70595	9.93488	11.0326	19.8512	29.393	9.30486	9.64215	7.30329	11.2118	26.2732	23.9469	9.06958	12.6239	8.08944	17.972	21.896	30.3558
K12235	0.446087	1.04866	3.69751	1.54767	2.66883	3.04972	3.56614	4.12791	1.64485	2.15576	3.24394	3.57976	1.96682	2.76958	2.84176	0.489202	1.01664	1.8156	3.35656	3.37327	2.74637	1.40718	1.49595	1.23099	2.93697	1.86947	2.33058	1.02079	1.70122	1.70371	2.57228	2.9105	2.6505	1.30953	1.267	1.67597	1.94845	2.97726	2.74074	1.57016	2.66231	2.06506	2.20863	1.6343	2.86274
K12238	0	0.041392	0.0733373	0.0499224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507992	0	0	0	0.0522362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12239	0.027516	0	0	0.0235204	0.0341069	0	0.0621301	0.0336545	0	0.0200427	0	0	0.0269843	0.0514151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197341	0	0	0	0	0	0	0	0	0	0	0
K12240	0	0.0121131	0	0.0146418	0	0	0	0.0209505	0.0115415	0	0.0384341	0	0	0.0640553	0	0	0	0	0	0.0343156	0.0151689	0	0.0611189	0.0140591	0.0204579	0	0.03428	0	0	0	0	0	0	0	0	0	0	0	0.0135037	0.0110043	0	0	0	0	0
K12242	0	0	0	0	0	0	0	0.161698	0	0	0	0	0	0.123242	0.12824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140779	0.0994326	0	0	0	0	0	0.0912417	0.0897851	0	0	0	0	0.107458	0
K12251	31.5792	33.9261	25.047	39.106	39.0169	33.1159	26.6948	35.9707	37.3575	35.5734	32.3702	29.3764	28.0233	34.0581	41.3492	47.4792	28.7542	28.9335	21.8144	29.3949	40.3003	46.7616	49.0279	34.1356	20.1653	29.3266	37.0622	59.9135	50.0225	34.0913	21.4493	28.559	30.6013	76.3377	73.2044	57.276	33.9565	29.6815	28.4913	60.7252	44.7151	61.918	30.1318	31.6916	37.6225
K12252	2.04994	1.68379	2.41474	1.63467	1.59135	1.81615	1.00212	0.726915	0.49162	1.96747	1.45517	1.95973	0.875562	1.25993	0.715337	0	0.972821	0.683697	0.747463	0.864295	0.7976	0.755716	1.01938	0.999839	0.610675	0.597962	0.855445	1.11513	1.20356	2.05888	0.85166	1.08834	1.14604	0.990377	0.948856	2.45165	1.17086	1.25275	2.2763	1.40451	3.72354	2.1704	0.487412	1.82373	4.07195
K12253	0	0	0	0	0	0	1.06281	1.41717	0.9391	0.529555	0.201497	0	1.07839	1.23388	1.51893	0	0	0	0	0.923867	1.18127	0	0	0	0	1.08655	1.18792	0	0	0	0.0752576	0	1.22111	0	0	0	0	0.0442219	0	0	0	0	0.48493	0	1.43705
K12254	0.384495	0.311638	0.796037	0.344005	0.408829	0.551584	0	0.517187	0.280803	0.242054	0.532851	0.681447	0	0.402438	0.34059	0.180391	0.347398	0	0.238915	0.349744	1.20676	0.314965	0.189957	0.207147	0	0.383255	0.665397	0.373085	0.287018	0.469453	0	0.152059	0.382752	0.309714	0.41775	0.338472	0.261618	0.177092	0.476292	0.336275	0.496386	0.337718	0.292447	0.249798	0.612608
K12255	0.966978	1.02236	0.835976	0.759039	0.683724	0.672293	0.42471	1.71482	1.43281	0.981822	0.744187	0.739573	0.806403	1.38368	2.06367	0.511513	0.826989	0	0.226691	1.50632	1.15935	0.732193	0.703763	0.30399	0.419005	0.81089	1.68493	0.561878	0.633716	0.454153	0.499656	0.54652	1.48391	0.88056	1.13061	0.491473	0.577697	0.632004	1.3916	0.887601	0.529325	1.02143	0.270623	0.614287	1.62885
K12256	7.62421	8.01495	12.9441	6.21826	9.13271	6.78953	7.52784	10.0682	7.33955	9.59393	9.04821	10.043	8.76956	9.09364	9.41341	5.58383	6.49875	4.71911	7.26452	10.2493	8.16407	11.718	11.9108	9.13122	7.8274	10.2202	9.89137	12.9563	14.9227	12.9348	7.23367	11.7357	11.3635	11.1537	15.3383	11.2125	7.78358	10.5884	12.2204	16.6663	14.0368	16.8347	8.87107	12.7194	15.7667
K12257	6.70871	6.68588	10.6514	5.17036	6.01436	8.58483	6.77187	3.8482	14.7981	10.6968	8.39709	12.4089	6.79228	6.95308	7.70066	5.70611	7.53343	3.41744	6.29521	3.6143	5.5203	7.83142	4.58008	5.46494	5.572	4.12381	4.79938	6.36428	8.83164	7.60059	4.54295	3.07858	3.08738	10.3219	8.23388	7.83447	6.97539	2.83948	2.5963	8.09161	7.25499	9.64486	5.36581	4.35539	3.73922
K12261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801033	0	0	0	0	0	0	0	0	0.541269	0	0	1.14936	0	0	0	0	0	0.361211	0	0	0	0	0.487129	1.07654	0	0	0	0	0	1.72785	0
K12262	34.8668	46.4419	42.2325	42.9564	51.3086	41.7074	3.85866	1.00195	18.0324	54.9954	45.7593	17.2914	5.45647	3.39399	10.5277	64.1464	40.6136	39.9992	3.89177	4.48427	45.6044	50.6606	54.8591	44.3272	8.62384	2.32855	6.9549	52.8929	48.8487	31.1321	11.1675	8.75373	11.8536	56.8517	55.9727	47.0426	27.5551	7.39529	7.08441	55.3835	41.8439	59.2889	24.7091	14.4751	8.23171
K12264	0	0	0.084929	0	0	0.0834026	0	0	0.0435263	0	0	0	0	0	0	0	0	0	0	0	0.0587697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0751299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12266	0.55114	0	1.05197	0.0540502	0.0759189	0.0761894	0.346198	0.0746639	0.781631	0.451463	0.206007	0.195311	0.120179	0.287907	0.537231	0	0	0.0703435	0.160256	0.431736	0.4453	0.0518577	0.384478	0.100059	0	0.164425	0	0	0	0	0.154524	0	0	0	0	0	0	0	0.0491304	0	0	0	0	0	0
K12267	17.8842	22.2035	23.4599	14.8899	21.8057	18.2654	15.0148	13.9692	15.0686	17.9205	18.0597	19.86	15.4591	12.4998	15.1391	12.4129	16.4397	13.2333	13.2287	14.492	25.9328	15.9169	15.202	13.1973	15.2524	16.2262	17.4033	16.0294	20.0107	17.1178	11.6658	12.247	16.7943	24.844	21.6833	21.47	15.8005	15.6582	11.0294	19.8667	17.935	24.1344	12.3628	13.123	16.3154
K12268	0	0	0	0	0	0	0	0	0.0417459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12269	0	0	0	0	0	0	0	0.0766698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12276	1.17708	0	0.283364	0.859429	0.207474	0.414646	2.02392	0.609904	4.96261	3.69087	0.377064	1.88905	3.07416	1.68355	4.38973	1.88252	0.330538	0.0624693	1.50572	0.221633	20.7356	2.45656	0.199329	1.00104	0.991608	0.872085	6.57837	0.0569924	0.0575342	0.354374	0.134937	0.699297	3.23656	0.0390093	0	0	0.121497	0.204731	1.52979	0.995244	0	0.0858558	1.80877	0.18984	1.67848
K12278	1.50153	0	0.100538	1.4951	0.0990345	0.394021	2.15817	0.676767	3.35066	2.66943	0.357284	0.595962	2.88527	1.26471	2.7798	0.60266	0.281569	0	2.21627	0.71779	22.1112	1.31072	0.142448	0.71806	0.857702	1.54038	8.51962	0.16772	0.0800071	0	0.199885	0.625939	3.25639	0.172821	0.0737156	0	0.059101	0.17989	1.30612	0.256611	0.32385	0	0.674931	0.633496	0.703457
K12279	0.441258	0	0	1.3747	0	0.410814	1.44496	0.350809	3.10627	3.28311	0.121144	0.824181	2.18207	1.24489	4.61028	0.958773	0	0	2.68744	0.222365	24.7671	0.606101	0.295978	0.413546	0.599297	0.407749	7.41023	0.182088	0	0	0.184765	0.193762	3.81922	0.091721	0	0	0.109125	0	1.28141	0.927989	0	0.0845339	2.01564	0.0976526	1.47693
K12280	0.81564	0	0.206469	1.19167	0.203848	0.405404	1.82609	0.200478	3.53005	2.62988	0.368353	0.70014	2.8414	2.60432	2.44927	0.737564	0	0	2.23651	0.329155	11.5519	0.686293	0	0	0.970494	0.290533	2.55189	0	0.335414	0.130452	0.204925	0.143448	1.21036	0	0	0	0	0	0.129219	0	0	0	2.0426	0	1.51708
K12281	0.795777	0	0	2.02096	0.494833	0	2.58968	0.486653	4.99398	2.2791	0	2.21103	2.28607	1.49018	2.46012	1.07915	0.46896	0	0.97344	0	19.998	0.320922	0	0.757619	0.411237	0.655761	2.11091	0.369828	0	0	0	0.348213	2.51775	0	0	0	0	0	1.66081	0.22512	0	0	0.660895	0.310318	0.68915
